,id,content
642,548,"'y The fertilizers should be applied 10-12 cm away from the base of the plant to avoid plant injury. Soon after application, the fertilizer on the soil surface should be covered to minimize losses.'"
643,549,'y One or two sprays of 2% urea (spray grade with low bio-rate content) and application of micronutrient mixture can be given in 3-5 weeks old crop to restored the vigour which may have received setback because of delayed weeding and inadequate drainage.'
644,550,'y A population of 65-70 thousand plants per hectare at harvest is necessary for realizing high grain yield. y It will be necessary to attain about 10% higher stand at germination.'
645,551,"'y Maize can be grown on rainfed regions where the distribution of rainfall is enough to ensure adequate soil moisture during the life- cycle of the crop. For construing high & stable yields, the available sources of irrigation should be tapped to provide 1 or 2 irrigation at the critical stages in years when rains fail.'"
646,1522,"'30.6.1.1  Hot water treatment – an alternate safe method When fresh tea leaf was deca einated with a ratio of tea leaf to water of 1:20 (w/v) at 100 o C for 3 min, ca eine concentration was decreased from 23.7 to 4.0 mg/g, while total tea catechins decreased from 134.5 to 127.6 mg/g; 83% of ca eine was removed and 95% of  total catechins was retained in the deca einated leaf. Hence, hot water treatment can be considered to be a safe and inexpensive method for deca einating green tea. However, a large percentage of tea catechins were lost if rolled leaf and dry tea were deca einated by such treatment and so this process is not suitable for processing black tea.'"
647,557,"'y Use fertilizers based on soil testing. If test results are not available, for hybrids use 80-100 kg of nitrogen, 40 kg of phosphorus, and 40 kg of potash and 40-45 kg of nitrogen for native species, 40 kg of potash per ha. The entire quantity of phosphorus potash and half of the amount of nitrogen should be given as the first basal dressing from sowing and half of the remaining nitrogen as topdressing when the plant is 25-30 days old.'"
648,1523,"'These are produced from top quality tea leaf ( Camellia sinensis ) through hot water extraction and Reverse Osmosis (RO) concentration at low temperature. It is then subjected to Ultra High Temperature (UHT) treatment and aseptically packaged. The products include Green tea, Jasmine tea, Oolong tea and Black tea.'"
649,552,"'Weed control The herbicides viz . atrazine @ 1.0 -1.5 kg/ha/ alachlor @ 2.0-2.5 kg/ha/ pendimethalin 1.0-1.5 kg/ha/ tank-mix atrazine + pendimethalin 0.75 +0.75 kg/ha/ atrazine + terbutryn 0.53 + 0.57 kg/ha as pre emergence and Atrazine + 2,4-D amine 1.1 + 0.48 kg/ha  as early post-emergence. If there is Cyperus infestation in field apply halosulfuron @ 67.5 g/ha. After application of herbicides the soil should not be disturbed. These herbicides are quite effective and shows broad-spectrum activity against grasses and broad-leaved weeds, but not effective in dry land situation. Sufficient moisture is a pre-requisite for greater herbicidal efficacy'"
650,553,"'y Grow improved long-duration hybrids ICMB-155, WCC-75, Narendra-3, Raj 171, Pusa 322, Pusa 23, and ICMH-451according to the availability of growing period and purpose. y Sowing of Bajra is from the middle of July to the middle of August. Sow 50 cm at a distance of 4 cm deep in the back of the plough.'"
651,554,'y Sowing of Bajra is from the middle of July to the middle of August. Sow 50 cm at a distance of 4 cm deep in the back of the plough.'
652,555,"'y If the seed is not treated, one kg of seed should be treated with 2.50 grams of thiram before planting. Seeds can be extracted by dipping in a 20% salt solution.'"
653,556,"'y Weeding is more important in the cultivation of millet. First, weeding should be done after 15 days after germination and second weeding should be done after 35-40 days to destroy the weeds in millet.'"
654,558,"'y Grow improved long duration varieties Bahar, Amar, Narendra-1, Aazad, Pusa-9, PDA- 11, MA-6, MAL 13, Narendra Arhar-2 and short-duration varieties like Paras, UPAS- 120, Pusa 992, Type-21 according to the availability of growing period and purpose'"
655,559,"'y Late maturing species which are ready in about 270 days, should be sown in July. The early maturing species should be sown in the irrigated areas by mid-June so that the crop can be ready by the end of November and sowing of wheat in the first fortnight of December.'"
656,560,"'y Sowing should be done in the back of the plough. According to the species and season, the number of seeds and distance of 2 lines should be 50 cm and the distance between 2 plants should be 20 cm. Use 20 kg seed/ha for all varieties.'"
657,561,"'y After 20-25 days of sowing, the distance of the plant, the dense plant should be removed and fixed. If sowing is done by the ridge method, yields are higher.'"
658,1131,"'Early growing variety with small round heads, colour of the leaves is light green from outside and dark green from inside. Individual head weighing 1-1.5 kg, harvested within 60-65'"
659,562,"'y Firstly, Treat 1kg seeds with a mixture of 2 grams of thiram and one gram of carbendazim or 4 grams of Trichoderma + 1 gram of carboxyne or carbendazim. Before planting, treat each seed with a unique Rhizobium culture of pigeon pea. A packet of this culture has to be sprinkled over 10 kg of seeds, then mix it lightly with hands, so that a light layer is formed on the seeds. Sow this seed immediately. There is a possibility of the death of culture organisms from strong sunlight. In fields where pigeonpea is being sown for the first time after a long time, it must use culture.'"
660,563,"'y To get a good yield of pigeon pea, 10-15 kg. Nitrogen, 40-45 kg Phosphorus and 20 kg. Sulphur is required. Phosphorus-containing fertilizers like single super phosphate, dye ammonium phosphate should be used for the maximum yield of pigeon pea. Single Super Phosphate per ha. 250 kg or 100 kg Dye ammonium phosphate and 20 kg. Sulphur should be given at the time of sowing in rows. It would be appropriate that the entire amount of phosphorus be given from single super phosphate so that 12 percent sulphur can also be supplied. A small quantity of urea fertilizer (15-20 kg/ha) should be given only in those fields which are weak in the nitrogen content.'"
661,564,'y Mung bean and Urd bean is generally sown with the onset of monsoon from June to July. Both early and late plantings have adverse effects on the performance of mung bean.'
662,565,'y Application of 20 kg N and 80 Kg P 2 O 5 is advisable Water management:'
663,566,"'Weed management: Application of pendimethalin 750 g/ha/ Oxadiazon 500 g/ha   as pre-emergence for controlling many annual and broad leaf weeds. Imazethapyr 100 g/ha/ imazethapyr 14 g/ha + imazemox 14 g/ha/ imazethapyr 50g/ha + pendimethalin 750g/ha, sodium acifluorfen 165 g/ha + clodinafop-propargyl 80 g/ha, chlorimuron 6 g/ha, fenoxaprop 80 g/ha and quizalofop 40g/ha, as post-emergence is most effective to control grassy as well as broad-leaved weeds in soybean. This technology increases the grain production, improves quality of grain, and results higher income.'"
664,567,'y It is ready in about 120-130 days. It should be sown in the first fortnight of July so that the crop can be ready by the end of October.'
665,568,"'y According to the species and season, the number of seeds and distance of 2 lines should be 45-50 cm and the distance between 2 plants should be 15-20 cm. Use 70-75 kg seed kernels/ha for all varieties. In late sown conditions, Use 90-95 kg seed kernels/ha.'"
666,1664,'a supplementary role to carbon based materials. ermission for use shall only be given when other fertility management practices have been • an appropriate coverage of the soil during the year of production which diverse plant species'
667,569,"'y Before sowing the seed (kernel) should be treated with Thiram 2g and 1g of Carbendazim per kg of seed or Trichoderma @ 4g + 1g of Carboxine per kg of seed. Before sowing, treat the seeds with peanut-specific Rhizobium culture before sowing 5-6 hours. One packet is enough for 10 kg of seeds.'"
668,570,"'a liter of water. Then add 250 g of rhizobium culture in this solution, by spraying it over 10 kg of seed and mixing it lightly, to make a light layer over the seed.'"
669,571,"'y After drying this seed 2-3 hours in the shade, do sowing till 10 am or after 4 pm. There is a possibility of the death of culture bacteria in strong sunlight. In fields where groundnut is being sown for the first time or after a long time, it is necessary to use culture.'"
